Word,Hindi Meaning
protected,संरक्षित
temperature,तापमान
strict,कठोर
contented,संतुष्ट
professional,पेशेवर
intent,इरादा
brother's,भाई बंधु
injured,चोट खाया हुआ
neighborhood,अड़ोस-पड़ोस
Andrew,एंड्रयू
abundance,प्रचुरता
smoking,धूम्रपान
yourselves,स्वयं
medical,चिकित्सा
garrison,गढ़ में सेना
likes,को यह पसंद है
corps,कोर
heroic,वीर रस
inform,बताना
wife's,पत्नी का
retained,बनाए रखा
agitation,घबराहट
nobles,रईसों
prominent,प्रमुख
institution,संस्थान
judged,न्याय
embrace,अपनाना
wheels,पहियों
closing,समापन
damaged,क्षतिग्रस्त
pack,सामान बाँधना
affections,प्यार
eldest,ज्येष्ठ
anguish,पीड़ा
surrounding,आस-पास का
obviously,स्पष्टतः
strictly,सख्ती से
capture,कब्जा
drops,ड्रॉप
inquire,पूछताछ
ample,प्रचुर
remainder,शेष
justly,उचित रूप में
recollection,अनुस्मरण
deer,हिरन
answers,जवाब
bedroom,शयनकक्ष
purely,विशुद्ध रूप से
bush,झाड़ी
plunged,कूद पड़े
thyself,अपने आप को
joint,संयुक्त
refer,उद्घृत करना
expecting,उम्मीद
madam,महोदया
railroad,रेल
spake,कह ही रहा था
respecting,सम्मान
Jan,जनवरी
columns,कॉलम
weep,रोना
identify,पहचानना
discharge,स्राव होना
bench,बेंच
Ralph,राल्फ
heir,वारिस
oak,बलूत
rescue,बचाव
limit,सीमा
unpleasant,अप्रिय
anxiously,उद्वेग से
innocence,बेगुनाही
awoke,जागा
expectation,अपेक्षा
incomplete,अधूरा
program,कार्यक्रम
reserved,आरक्षित
secretly,चोरी चुपके
we've,हमने
invention,आविष्कार
faults,दोष
disagreeable,अप्रिय
piano,पियानो
defeated,हारा हुआ
charms,आकर्षण
purse,बटुआ
persuade,राज़ी करना
deprived,वंचित
electric,बिजली
endless,अनंत
interval,मध्यान्तर
chase,पीछा करना
heroes,नायकों
invisible,अदृश्य
well-known,जाने-माने
occupy,पर कब्जा
Jacob,याकूब
gown,गाउन
cruelty,क्रूरता
lock,ताला
lowest,सबसे कम
hesitation,संकोच
withdrew,वापस ले जाना
proposal,प्रस्ताव
destiny,तकदीर
recognised,मान्यता प्राप्त
commons,लोक
foul,बेईमानी से
loaded,लदा हुआ
amidst,बीच में
titles,खिताब
ancestors,पूर्वज
types,प्रकार
commanding,कमांडिंग
madness,पागलपन
happily,आनंद से
assigned,सौंपा गया
declined,इंकार कर दिया
temptation,प्रलोभन
lady's,लेडीज़
subsequent,बाद का
jewels,गहने
breathed,सांस
willingly,अपनी मर्जी
youthful,युवा
bells,घंटी
spectacle,तमाशा
uneasy,बेचैन
shine,चमक
formidable,दुर्जेय
stately,आलीशान
machinery,मशीनरी
fragments,टुकड़े टुकड़े
rushing,भागने
attractive,आकर्षक
product,उत्पाद
economic,आर्थिक
sickness,रोग
uses,उपयोग
dashed,धराशायी
engine,यन्त्र
ashore,तट पर
dates,पिंड खजूर
theirs,उन लोगों के
adv,अभिभाषक
clasped,लगा हुआ
international,अंतरराष्ट्रीय
leather,चमड़ा
spared,बख्शा
crushed,कुचल
interfere,हस्तक्षेप करना
subtle,सूक्ष्म
waved,तरंगमय
slope,ढलान
floating,चल
worry,चिंता
effected,प्रभावित
passengers,यात्रियों
violently,बलपूर्वक
donation,दान
steamer,भाप करनेवाला
witnesses,गवाहों
Word,शब्द
specified,निर्दिष्ट
learnt,सीखा
stores,स्टोर
designed,बनाया गया
guessed,अनुमान लगाया
roger,आरे
timber,लकड़ी
talents,प्रतिभा
heed,सावधानी
Jackson,जैक्सन
murdered,हत्या
vivid,जीवंत
woe,हाय
calculate,calculate
killing,मारना
Laura,लौरा
savages,असभ्य
wasted,बर्बाद
trifle,छोटी सी
funny,मज़ेदार
pockets,जेब
philosopher,दार्शनिक
insult,अपमान करना
den,मांद
representation,प्रतिनिधित्व
incapable,अक्षम
eloquence,वाग्मिता
dine,भोजन
temples,मंदिरों
Ann,ऐन
sensitive,संवेदनशील
robin,रोबिन
appetite,भूख
wishing,बधाई देने के लिए
picturesque,सुरम्य
Douglas,डगलस
courtesy,शिष्टाचार
flowing,बहता हुआ
remembrance,स्मरण
lawyers,वकीलों
sphere,वृत्त
murmur,बड़बड़ाहट
elegant,सुरुचिपूर्ण
honourable,माननीय
stopping,रोक
guilt,अपराध
welfare,कल्याण
avoided,बचा
fishing,मछली पकड़ने
perish,नाश
sober,सादगीपूर्ण
steal,चुराना
delicious,स्वादिष्ट
infant,बच्चा
lip,ओंठ
Norman,नॉर्मन
offended,अपमानित
dost,दोस्त
memories,यादें
wheat,गेहूँ
Japanese,जापानी
humor,हास्य
