gravity,गुरुत्वाकर्षण
disturb,व्यवधान डालना
sermon,उपदेश
exchanged,आदान-प्रदान किया
partner,साथी
brains,दिमाग
lowered,कम
association,संगठन
estates,संपदा
abuse,गाली देना
flock,झुंड
niece,भांजी
languages,भाषाओं
asserted,इस बात पर जोर
bodily,शारीरिक
notions,विचार
faculty,संकाय
cannon,तोप
sailing,नाव चलाना
rings,के छल्ले
smart,होशियार
possessions,संपत्ति
disciples,चेलों
petty,क्षुद्र
widest,व्यापक
divisions,डिवीजनों
prudent,विवेकी
caution,सावधानी
justify,न्यायोचित ठहराना
awhile,कुछ समय
boxes,बक्से
manuscript,हस्तलिपि
cigar,सिगार
warrior,योद्धा
impressions,छापों
aught,किसी प्रकार से
lifting,उठाने की
inaccurate,ग़लत
tidings,टिडिंग
Friday,शुक्रवार
liquid,तरल
staying,प्रवास के
concept,संकल्पना
creek,क्रीक
lo,आरे
brush,ब्रश
download,डाउनलोड
specially,विशेष रूप से
cream,मलाई
meetings,बैठकों
jump,कूदना
unwilling,तैयार नहीं
adapted,make (something) suitable for a new use or purpose or change
practised,अभ्यास
combat,लड़ाई
subdued,मातहत
Jewish,यहूदी
innumerable,असंख्य
civilized,सभ्य
invented,आविष्कार
pitch,पिच
cliff,टीला
crowned,ताज पहनाया
portions,अंश
horrid,भयंकर
pulling,खींचना
appreciate,सराहना
jury,पंचायत
encountered,का सामना करना पड़ा
attacks,आक्रमण
monster,राक्षस
Simon,साइमन
maintaining,को बनाए रखने
sites,साइटों
frozen,जमा हुआ
invariably,बेबदलता से
dies,मर जाता है
survive,जीवित बचना
literally,वस्तुत:
consolation,सांत्वना
m,एम
phenomena,घटना
pot,मटका
Ellen,एलेन
planned,की योजना बनाई
respected,आदरणीय
sublime,उदात्त
dropping,छोड़ने
guy,लोग
behaviour,व्‍यवहार
desolate,उजाड़
penny,पैसे
adopt,गोद लेना
revenue,आय
formats,प्रारूपों
hired,काम पर रखा
infringement,उल्लंघन
curtains,पर्दे
eagerness,उत्सुकता
helping,मदद कर रहा है
constitutional,संवैधानिक
insist,ज़ोर देना
fools,मूर्ख लोग
inheritance,विरासत
leap,छलांग
games,खेल
apple,सेब
travellers,यात्री
hasn't,नहीं है
pupil,शिष्य
enjoying,मजा अ
totally,पूरी तरह से
twisted,मुड़
firing,फायरिंग
background,पार्श्वभूमि
tenderly,नम्रता से
transcribe,लिप्यंतरित
descend,उतरना
differ,अलग होना
majesty's,महामहिम
avail,लाभ लेना
disaster,आपदा
periodic,सामयिक
bull,सांड
entertainment,मनोरंजन
cursed,शापित
fulfilled,पूरा
Georgia,जॉर्जिया
log,लकड़ी का लट्ठा
skies,आसमान
scotch,स्कॉच मदीरा
embraced,गले लगा लिया
hospitality,सत्कार
faintly,थोड़े बल से
Solomon,सोलोमन
robbed,लुट गया
cart,कार्ट
influences,को प्रभावित
ascended,चढ़ा
incidents,घटनाओं
childish,बचकाना
robe,लबादा
aboard,समीप
resembling,मिलते-जुलते
reflect,प्रतिबिंबित होना
dominion,अधिराज्य
dreary,सुनसान
serving,की सेवा
engage,व्यस्त रखना
tents,तम्बू
herd,झुंड
attain,प्राप्त
collect,इकट्ठा करना
disclaims,अस्वीकार
pan,बरतन
relatives,रिश्तेदारों
borrowed,उधार
convert,बदलना
outline,खाका
blown,उड़ा
comprehend,समझ
peasants,किसानों
opera,ओपेरा
deceive,धोखा देना
doctrines,सिद्धांतों
representatives,प्रतिनिधियों
dedicated,समर्पित
struggled,संघर्ष किया
officials,अधिकारियों
hiding,छुपा रहे है
paths,पथ
backs,पीठ
prominently,प्रमुखता से
prices,कीमतों
procured,खरीद ब्यौरा
mourning,शोक
compliment,प्रशंसा
heights,ऊंचाइयों
approval,अनुमोदन
gasped,गदगद
breadth,चौड़ाई
tune,तराना
compassion,करुणा
polished,पॉलिश
dishes,बर्तन
parent,माता-पिता
contrived,काल्पनिक
delicacy,विनम्रता
projected,अनुमान
akin,सदृश्य
f,एफ
betray,धोखा देना
resentment,क्रोध
indemnify,क्षतिपूर्ति
pseud,दिखावटी
sacrifices,बलि
disguise,छिपाना
transcription,प्रतिलिपि
document,दस्तावेज़
neighbour,पड़ोसी
squire,जमीदार
punish,सज़ा देना
bars,सलाखों
glittering,शानदार
tossed,फेंक दिया
block,खंड मैथा
lots,बहुत सारे
worldly,सांसारिक
muscles,मांसपेशियों
elbow,कोहनी
obligation,बाध्यता
trifling,तुच्छ
attachment,bond or closeness
ambitious,महत्वाकांक्षी
filename,फ़ाइल का नाम
artists,कलाकार की
bloom,फूल का खिलना
holiday,छुट्टी का दिन
